geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,health_facility:type,health_specialty:dentistry,healthcare,medical_system:western,office,operator,description,level,name,opening_hours,wheelchair,phone,toilets:wheelchair,website,contact:website,contact:email,contact:fax,contact:phone,check_date:opening_hours,check_date,email,fax,healthcare:speciality,air_conditioning,internet_access,internet_access:fee,payment:bank_transfer,payment:cash,payment:credit_cards,payment:debit_cards,payment:paypal,source,toilets,entrance,opening_hours:signed,wheelchair:description,emergency,name:de,name:en,payment:contactless,start_date,disused:name,disused:office,note,addr:city:fa,addr:housename,alt_name,short_name,shop,addr:floor,brand,brand:wikidata,cash_withdrawal:operator,branch,counselling_type:nutrition,provided_for:boy,provided_for:girl,addr:place,source:date,url,payment:cards,payment:girocard,opening_hours:note:de,payment:mastercard,payment:visa,fixme,name:ja,payment:insurance,payment:invoice,contact:facebook,contact:instagram,noname,smoking,health_specialty:oral_surgery,health_specialty:orthodontics,health_specialty:periodontology,language:ar,wikimedia_commons,survey:date,craft,opening_hours:covid19,addr:inclusion,language:tr,kids_area:indoor,name:vi,whatsapp,check_date:currency:XBT,currency:XBT,payment:lightning,payment:lightning_contactless,payment:onchain,name:signed,building,building:levels,roof:shape,type
POINT (13.3127858 52.5697914),,,18,13403,Eichborndamm,Reinickendorf,dentist,,,dentist,,,,,,Zahnarztpraxis,Mo-Th 09:00-19:00; Fr 09:00-14:00,,+49 304122607,,https://www.berlin-zahnaerzte.com/berlin-reinickendorf-eichborndamm/,,,,,,,info@berlin-zahnaerzte.com,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3398355 52.5256078),Berlin,,84a,10555,Alt-Moabit,,dentist,,,dentist,,,,,,Zahnarztpraxis Hawar Kadro,"Mo,Tu 09:00-18:00; We 09:00-16:00; Th 11:00-20:00, Fr 09:00-16:00; Sa ""nach Vereinbarung""",no,+49 30 3917424,,http://zahnarzt-kadro.de/,,,,,,2024-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4969754 52.4152518),Berlin,DE,352,12355,Neuköllner Straße,Rudow,dentist,,,dentist,,,,,,Dr. med. dent. Norbert Kruse,"Mo 08:00-13:00,14:00-19:00; Tu 10:00-17:00; We,Fr 08:00-14:00; Th 10:00-19:00",no,+49 30 66909553,,https://www.schoene-zaehne-rudow.de/,,,,,2024-03-07,,dr.norbertkruse@gmx.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4946943 52.4186372),Berlin,,49,12357,Alt-Rudow,,dentist,,,dentist,,,,,,Zahnarztpraxis in Rudow,Mo-Th 09:00-19:00; Fr 09:00-14:00,no,+49 30 60490888,,https://www.zahnarztpraxis-in-rudow.de/,,,,,2024-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.493223 52.4208065),Berlin,,90,12357,Krokusstraße,Rudow,dentist,,,dentist,,,,,,Implantat-Praxis-Rudow,"Mo,Tu,Th 08:00-18:30, We,Fr 08:00-14:30",no,+49 30 6616096,,http://www.implantatpraxis-rudow.de,,,,,2024-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4946623 52.4151756),Berlin,,14,12355,Groß-Ziethener Chaussee,,dentist,,,dentist,,,,,,Dr. Christian W. Gerz,"Mo,Tu,Th 09:00-18:00; We,Fr 08:00-13:00",yes,+49 30 6645051,,,https://www.doktor-gerz.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.417862 52.5358288),,,,,,,dentist,,,dentist,,,,,,Meindentist,Mo-Fr 08:00-20:00; Sa 09:00-15:00,no,,,,,,,,,2024-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEINDENTIST,Q127611277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4179436 52.5359012),,,,,,,dentist,,,dentist,,,,,,Kinderdentist,Mo-Fr 08:00-20:00; Sa 09:00-15:00,no,,,,,,,,,2024-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4276388 52.4846364),Berlin,DE,24,12043,Karl-Marx-Straße,Neukölln,dentist,,,dentist,,,,,,Zahnarztpraxis El-Sayed,"Mo 09:00-13:00,15:00-19:00; Tu 11:00-19:00; We 09:00-14:00; Th 11:00-19:00; Fr 08:00-12:00",no,,,,http://www.zahnarzt-elsayed.de,info@zahnarzt-elsayed.de,,+49 30 6912444,,2023-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2901141 52.4979652),Berlin,DE,23,10711,Georg-Wilhelm-Straße,Halensee,dentist,,,dentist,,,,,,Zahnarztpraxis Udo Schulwitz,"Mo,We,Fr 08:00-15:00; Tu,Th 12:00-19:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3802756 52.5285382),,,,,,,dentist,,,dentist,,,,,,Zahnarztpraxis Klaus Flanz,"Mo 09:00-18:00; Tu 11:00-18:00; We, Th 08:00-16:00; Fr 08:00-12:00",limited,+49302829064,,https://www.praxis-flanz.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.621748 52.5185066),Berlin,,20,12623,Florastraße,,dentist,,,dentist,,,,,,Dr. Angela Petzold,,,,,,,,,,,,,,orthodontics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3232912 52.4586751),Berlin,DE,1,12163,Kieler Straße,Steglitz,dentist,,,dentist,,,,,,White Smile,,,,,http://zahnarzt.berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3284524 52.5643459),,,,,,,dentist,,,dentist,,,,,3,Zahnarztpraxis Kanowskij und Olchow,"Mo,Tu,Th 10:00-19:00; We,Fr 11:00-15:00",,+4930 4022325,,http://www.za-reinickendorf.de/,,,,,2025-03-24,,zahnarztpraxis-kanowskij-olchow@web.de,+4930 40303254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.311714 52.5150042),Berlin,DE,59,10585,Otto-Suhr-Allee,Charlottenburg,dentist,,,dentist,,,Tatjana Feldmann,,2,Zahnarztpraxis Feldmann,"Mo-Fr 14:00-19:00, Mo,We,Th 09:00-13:00",no,,,,http://www.zahnarztpraxis-feldmann.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3288072 52.4455517),Berlin,DE,37,12167,Birkbuschstraße,Steglitz,dentist,,,dentist,,,Karsten Urban,,,Zahnarztpraxis Urban und Kollegen,"Mo-Th 09:00-19:00; Fr 09:00-14:00; Sa,Su,PH off",,+49 30 7717007,,,,,,,,,post@zap37.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2950506 52.446548),Berlin,DE,57,12203,Unter den Eichen,Lichterfelde,dentist,,,dentist,,,,,,Dr. Leopold Lechler,"Mo,Tu,Th 09:00-12:00, Mo 14:00-18:00, Tu,Th 14:00-19:00, We 08:00-14:00, Fr 08:00-12:00",,+49 30 84109906,,https://www.zahnaerzte-berlin-steglitz.de/,,,,,,,praxis@dres-lechler.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4125991 52.5420417),,,,,,,dentist,,,dentist,,,,,,Dr. Kogan & Kollegen,"Mo,Tu 11:00-19:00; We,Th 08:00-17:00; Fr 08:00-16:00; Sa 09:00-14:00",,,,,,,,,,2025-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.5884701 52.5069757),Berlin,DE,22,12621,Mädewalder Weg,Kaulsdorf,dentist,,,dentist,,,,,,Jörg Sommer Zahnarzt,,,+49 30 5678927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4120962 52.5443105),Berlin,,134,10437,Schönhauser Allee,,dentist,,,dentist,,,,,,Vach,Mo-Th 08:00-20:00; Fr 08:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3352661 52.6098172),Berlin,,3,13469,Titiseestraße,,dentist,,,dentist,,,,,,Dr. Carmen Glier,,,+49304021035,,http://www.carmenglier.de/,,,,,,,,+493040396448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.35649 52.4866852),Berlin,DE,19,10827,Hauptstraße,Schöneberg,dentist,,,dentist,,,,,1,Dr. Proft & Freunde,Mo-Th 08:00-20:00; Fr 08:00-13:00,yes,,,,http://doktor-proft.de/,,,+49 307881108,2024-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3836264 52.5118093),Berlin,DE,45,10117,Wilhelmstraße,Mitte,dentist,,,dentist,,,,,1,Melek Elcivan,,limited,,,,,,,,,,,,dentist;orthodontics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3835297 52.5118402),Berlin,DE,45,10117,Wilhelmstraße,Mitte,dentist,,,dentist,,,,,1,Harry H. O. Einfeld,,limited,,,,,,,,,,,,dentist;orthodontics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4978308 52.5078757),,,,,,,dentist,,,dentist,,,,,,Dentallabor Daniel Rödel,Mo-Fr 08:00-17:30,no,,,,https://www.dentallabor-roedel.de/,,,+49 30 64083792,2024-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4977822 52.5078863),,,,,,,dentist,,,dentist,,,,,,Zahnarzt Dr. med. Hans-Christian Rapp,"Mo,Tu,Th 08:00-11:00,14:00-17:30",no,+49305251383,,,,,,,2026-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3860163 52.5284016),,,10,,Chausseestraße,,dentist,,,dentist,,,,,,Dr. I. N. Falorni,"Mo,Th 14:00-19:00; Tu,We,Fr 08:00-14:00",yes,,,,,,,,,2023-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4111808 52.5530398),,,,,,,dentist,,,dentist,,,,,,Staudt,"Mo-Tu 07:00-12:00,14:00-20:00, We 14:00-20:00, Th-Fr 07:00-15:00",no,,,https://dr-staudt.de/ihr-zahnarzt.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4112358 52.5524622),,,,,,,dentist,,,dentist,,,,,,Odile Popescu,"Mo 12:00-20:00, Tu 08:00-14:00, We 08:00-18:00, Th 12:00-20:00, Fr 08:00-14:00,08:00-18:00",,,,,,,,,2025-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4075981 52.5527542),,,,,,,dentist,,,dentist,,,,,,Sabina Nawka,"Mo,Th 12:00-19:00; Tu,We 08:00-14:00",,,,https://www.nawka-dent.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4041489 52.5527524),,,28,,Paul-Robeson-Straße,,dentist,,,dentist,,,,,,BAG Zahnärzte Dr. Bähre & Stärz,"Mo, Th 12:00-17:00; We 08:00-14:00; Tu 08:00-14:30; Fr 08:00-12:00",,+49304440606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4015087 52.5519184),,,,,,,dentist,,,dentist,,,,,,Dimitrij Lomtev,"Mo,Th 08:00-15:00; Tu-We,Fr 12:00-20:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.42608 52.4917934),,,,,,,dentist,,,dentist,,,,,,Zahnärztin,Mo 09:00-16:00; Tu 12:00-19:00; We 09:00-14:00; Th 12:00-19:00,,,,,,,,,2025-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4095512 52.5479361),,,,,,,dentist,,,dentist,,,,,,Angelika Wenzel,,,,,,,,,,,2024-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4278147 52.4745854),Berlin,DE,196,12049,Hermannstraße,Neukölln,dentist,,,dentist,,,,Dr. med. dent. Peter Zemlin,,Zemlin,"Mo 09:00-14:00,16:00-18:00; Tu 09:00-14:00,15:00-18:00; We 09:00-20:00; Th 09:00-14:00,15:00-18:00; Fr 09:00-13:00",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3880451 52.5289894),,,,,,,dentist,,,dentist,,,,,,Kristin Börner,,,+49302826922,,https://www.berliner-zahnaerztin.de/berlin-mitte/,,,,,,,mail@berliner-zahnaerztin.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4040747 52.5540247),,,,,,,dentist,,,dentist,,,,,,Manueal Arlt,,,+49304455305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3885852 52.5324443),,,,,,,dentist,,,dentist,,,,,,Zahnarztpraxis Iskandar,"Mo,Th,Fr 08:00-14:00, Tu, We 11:00-19:00",yes,+493055069493,,https://www.iskandarpraxis.de/,,,,,,,mail@iskandarpraxis.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3917739 52.5302792),Berlin,,9,10115,Gartenstraße,,dentist,,,dentist,,,,,1,Zahnarztpraxis Hübner,Tu-Th 07:30-19:30; Mo 07:30-18:30; Fr 07:30-14:00,no,,,http://www.zahnarztpraxis-huebner.de/,,,,,,2023-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4076671 52.550916),Berlin,,33,10439,Schivelbeiner Straße,,dentist,,,dentist,,,,,,Ulrike Töwel-Helm,"Mo 12:00-19:00, Tu 08:00-12:00,18:00-21:00, We 08:00-12:00,15:00-19:00, Th,Fr 08:00-15:00",no,+49 30 4458613,,http://www.zahnarztpraxis-toewe-helm.de/,,,,,2024-08-13,,praxis.toewe-helm@t-online.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3058368 52.5080337),Berlin,DE,55,10627,Wilmersdorfer Straße,Charlottenburg,dentist,,,dentist,,,,,,Soraya Jalali,"Mo-Tu 09:00-14:00,15:00-18:00; Th 09:00-14:00,15:00-18:00; Fr 09:00-16:00",,,,,,,,+49 30 3139800,2024-05-27,2023-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3216512 52.5072792),,,,10623,,,dentist,,,dentist,,,,,,Zahnarztpraxis Johan Michael Schmidt,"Mo,We-Th 09:00-13:00,14:00-18:00; Tu,Fr 09:00-13:00",no,+49 303126435,,https://www.zahnaerzte-charlottenburg.de/,,,,,,,zahnaerzte.schmidt@gmail.com,,,,,,,,,,,,,,,,,,Dentists office Johan Michael Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3783235 52.5088353),Berlin,DE,7,10117,Leipziger Platz,Mitte,dentist,,,dentist,,,,,,Adentics Kieferorthopäde Berlin-Mitte,Mo-Fr 09:00-19:00,yes,+49 30 31174740,yes,,,,,,,,,,orthodontics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3842802 52.4523641),,,,,,,dentist,,,dentist,,,,,,Lana Well Iryna Uspenska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4411874 52.497587),Berlin,DE,17,10997,Falckensteinstraße,Kreuzberg,dentist,,,dentist,,,Dr. Norbert Steinecker,,0,Zahnarztpraxis Dr. Norbert Steinecker,,,,,,http://www.dr-steinecker.de/,info@dr-steinecker.de,+49 30 6182216,+49 30 6114271,,,,,,,,,,yes,,,,,,,,,,,,,1992-01-02,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.5180243 52.512961),Berlin,DE,15,10315,Rhinstraße,Friedrichsfelde,dentist,,,dentist,,,,,,Zahnarztpraxis Hans-Peter Fenske,"Mo 08:30-12:00,14:00-18:00; Tu 12:00-18:00; We 08:30-14:00; Th 12:00-18:00; Fr off; Sa 09:00-14:00; PH off",no,,,,https://www.zahnarzt-berlin-fenske.de,info@zahnarzt-berlin-fenske.de,+49 30 34502666,+49 30 3445040,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4103702 52.5252451),Berlin,DE,19,10178,Rosa-Luxemburg-Straße,Mitte,dentist,,,dentist,,,MVZ Volksdent GmbH,,,Volksdent,Mo-Fr 09:00-19:00,yes,,,,http://volksdent.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.1449138 52.4552369),Berlin,,366,14089,Kladower Damm,,dentist,,,dentist,,,,,,Praxis Dr. Matthias Deumer-Platu,"Tu, Th 09:00-19:00; Mo, We 09:00-18:30; Fr 09:00-14:00",,,,,,praxis@dr-deumer.de,+49 30 339790-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2980435 52.5091371),,,,,,,dentist,,,dentist,,,,,,David Stolyar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.278082 52.4889142),Berlin,,23,14193,Bismarckallee,,dentist,,,dentist,,,,,,Zahnarztpraxis Dr. Stephan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3833687 52.5517428),,,,,,,dentist,,,dentist,,,,,,MVZ Zahnärzte,Mo-Th 09:00-18:30; Fr 09:00-15:00,yes,+49 30 4932050,yes,https://zahnzentrum-in-berlin.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3461454 52.5665915),Berlin,,27,13407,Gotthardstraße,,dentist,,,dentist,,,,,,Wunschlächeln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3269189 52.4281705),,,,,,,dentist,,,dentist,,,,,3,Dr. Michael Hopp,"Mo 08:00-17:00; Tu,Th 08:00-20:00; We,Fr 08:00-14:00",,,,,,,,,2024-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3056309 52.5069394),Berlin,,58,,Kantstraße,,dentist,,,dentist,,,,,,PearlDent,Mo-Fr 08:00-20:00,,,,,,,,,,2025-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4600538 52.4938975),,,,,,,dentist,,,dentist,,,Stefan Hölck,,0,Zahnarztpraxis Stefan Hölck,"Mo,Th 13:00-19:00; Tu,We 08:00-14:00; Fr open ""nach Vereinbarung""",yes,,,,,,,+49 30 5348695,,2024-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4599334 52.4938953),,,,,,,dentist,,,dentist,,,Mario Fosca,,0,Zahnarzt Mario Fosca,"Mo,Th,Fr 08:00-14:00; Tu,We 13:00-19:00",,,,,,,,+49 30 5348695,2024-10-02,2024-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.409438 52.5662363),Berlin,DE,44,13187,Florastraße,Pankow,dentist,,,dentist,,,,,2,Ingo Ziemann,"Mo 08:00-13:00,14:00-19:30; Tu 08:00-13:00,14:00-18:00; We 08:00-14:00; Th 08:00-13:00,14:00-19:00; Fr 08:00-13:00; Sa 09:00-12:00",yes,+49 30 4858175,,,,,,,2021-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4564904 52.5023414),Berlin,DE,6,10245,Am Rudolfplatz,Friedrichshain,dentist,,yes,dentist,,,Dr. med. dent. Ralph Desens,,,TeethTerminal,"Mo,We 08:00-14:00; Tu,Th 12:00-19:00; Fr 09:00-13:30",,,,,https://www.teethterminal.com/,rezeption@teethterminal.com,,+49 30 2910953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.426974 52.5359247),Berlin,,37,10405,Christburger Straße,Prenzlauer Berg,dentist,,,dentist,,,,,,Mundpropaganda,"Mo-Th 08:00-20:00; Fr 08:00-14:30; Sa,Su off",no,+4930519999530,,https://mundpropaganda.de/,,,,,2025-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3677187 52.5450138),Berlin,,8,13347,Pasewalker Straße,Wedding,dentist,,,dentist,,,,,,Dr. Kunze,"Mo-Th 09:00-12:00,14:00-18:00; Fr 09:00-12:00",yes,+49 30 4552288,no,https://www.zahnarztpraxis-drkunze.de/,,,,,2024-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4728475 52.5161783),,,,,,,dentist,,,dentist,,,Dr. Petra Franke und Alexandra Franke,,,Zahnarztpraxis Dr.Franke,"Mo,Tu 08:00-20:00; We 08:00-14:00; Th 11:00-19:00; PH off",yes,,yes,,http://www.zahnarztpraxis-franke.berlin,info@zahnarztpraxis-franke.berlin,,+49 30 42020440,,2024-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.5038732 52.563543),,,1,,Zingster Straße,,dentist,,,dentist,,,,,,Astrid Richter,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.5243121 52.478874),,,,,,,dentist,,,dentist,,,,,1,Zahnarztpraxis Henrike Venus,,,+49 30 508 11 71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3792441 52.5685501),,,,,,,dentist,,,dentist,,,,,,Dr. med. dent. Julia Hauschildt,"Mo-Fr 09:00-12:30; Mo-Tu,Th-Fr 14:30-18:00; Sa 09:00-17:00",no,+49 30 4911950,,https://www.zahnarzt-hauschildt.de,,,,,,2023-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4568404 52.5241027),Berlin,,30 B,10249,Thaerstraße,,dentist,,,dentist,,,,,,Löger,"Mo,Th 09:00-14:00; Tu 08:00-14:00; We 10:00-19:00; Fr 08:00-13:00",,+49 1590 6150753,,,,,,,,2024-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
